854c713f70b7af552dd6597cd41dbd58e3a332ff,DELETE,regular-file,viz_tool/docker_dir/data/edges.csv,28366608,
62a66764434514cb07a1eeeed9393926ff0c15c3,DELETE,regular-file,viz_tool/docker_dir/data/nodes.csv,1481156,
